month,state,permit,permit_recheck,handgun,long_gun,other,multiple,admin,prepawn_handgun,prepawn_long_gun,prepawn_other,redemption_handgun,redemption_long_gun,redemption_other,returned_handgun,returned_long_gun,returned_other,rentals_handgun,rentals_long_gun,private_sale_handgun,private_sale_long_gun,private_sale_other,return_to_seller_handgun,return_to_seller_long_gun,return_to_seller_other,totals
2021-11,Mississippi,2173,0,10948,12904,528,524,0,10,9,0,1478,953,5,14,0,0,0,0,12,4,3,1,0,1,29567
2021-11,Missouri,1549,0,22588,22189,1965,1270,0,3,5,2,1271,800,7,211,23,3,0,0,23,40,7,4,4,1,51965
2021-11,Montana,953,5,4444,5852,335,294,18,1,3,2,340,415,1,36,6,4,0,0,2,3,0,0,0,0,12714
2021-11,Nebraska,3947,67,244,3041,33,13,0,0,0,0,6,45,0,13,6,0,0,0,0,1,0,0,0,0,7416
2021-11,Nevada,2597,0,5504,2746,350,395,0,3,0,0,167,57,1,0,0,0,0,0,284,96,9,0,0,0,12209
2021-11,New Hampshire,714,1,5987,3781,203,2,0,0,2,0,0,10,0,93,3,2,0,0,0,0,0,0,0,0,10798
2021-11,New Jersey,0,0,7363,6285,612,0,0,0,0,0,0,0,0,0,0,0,0,0,92,92,7,2,0,0,14453
2021-11,New Mexico,527,0,7177,5056,545,381,0,11,5,0,321,253,2,66,0,0,0,0,51,26,4,2,0,0,14427
2021-11,New York,3292,1234,9302,19645,1888,262,0,0,0,1,36,52,8,28,62,1,1,4,226,374,38,11,6,0,36471
2021-11,North Carolina,30588,46,2142,20952,1094,257,0,6,18,1,1708,1209,8,735,85,2,1,3,2,14,2,2,0,0,58875
2021-11,North Dakota,515,2,2023,3262,167,134,0,0,1,0,62,85,1,8,3,4,0,0,2,4,0,0,0,0,6273
2021-11,Ohio,13688,275,26580,24593,1942,1575,0,7,9,0,1036,548,6,130,65,4,0,0,15,17,1,0,1,0,70492
2021-11,Oklahoma,1682,3,15436,14390,1288,1011,0,25,15,0,1776,1202,5,25,1,0,0,0,31,31,14,0,1,0,36936
2021-11,Oregon,6207,399,17374,12000,0,14,4,0,0,0,0,0,0,196,36,1,0,0,0,0,0,0,0,0,36231
2021-11,Pennsylvania,31113,0,47708,29011,25,0,433,0,0,0,0,0,0,681,115,3,0,0,0,0,0,0,0,0,109089
2021-11,Puerto Rico,0,0,5704,356,44,51,0,7,2,0,29,6,0,0,0,0,0,0,746,60,4,11,0,0,7020
2021-11,Rhode Island,0,0,1375,867,102,295,0,0,0,0,4,1,0,12,6,23,0,0,13,6,1,1,0,0,2706
2021-11,South Carolina,10470,349,13038,10150,742,535,2,3,3,0,736,347,3,166,11,20,0,0,9,16,3,0,0,0,36603
2021-11,South Dakota,761,25,2698,4569,226,154,0,0,0,0,122,132,1,2,1,0,0,0,8,15,2,0,0,1,8717
2021-11,Tennessee,17439,690,33337,24647,2018,0,0,0,0,0,4,2,0,109,6,0,0,0,0,0,0,0,0,0,78252
2021-11,Texas,18544,0,70441,44916,3960,3589,5,40,16,4,6215,2776,34,155,9,0,0,0,58,40,4,2,0,1,150809
2021-11,Utah,10006,60935,6616,6972,477,0,0,6,7,0,198,180,3,233,57,141,0,0,0,0,0,0,0,0,85831
2021-11,Vermont,0,0,1484,1957,117,101,1,2,3,0,4,7,1,0,0,0,0,0,5,1,0,0,0,0,3683
2021-11,Virgin Islands,128,0,37,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,181
2021-11,Virginia,447,165,28367,21788,3682,0,0,0,0,0,0,0,0,387,71,2,0,0,0,0,0,0,0,0,54909
2021-11,Washington,16313,195,20304,14405,3092,69,24,0,15,6,224,421,30,462,91,8,0,0,296,305,178,0,5,1,56444
2021-11,West Virginia,1633,64,6431,9913,303,473,0,1,4,0,678,924,2,16,1,0,0,0,8,8,2,0,0,0,20461
2021-11,Wisconsin,25736,863,21011,17606,1151,59,0,0,0,4,120,189,10,195,33,3,0,0,0,3,0,0,0,0,66983
2021-11,Wyoming,499,10,2816,3220,193,165,8,1,2,0,131,154,0,36,1,0,0,0,2,3,0,0,0,0,7241
2021-10,Alabama,25822,258,19188,15531,1309,956,0,12,13,3,2354,967,12,18,0,0,0,0,26,23,6,0,1,0,66499
2021-10,Alaska,129,7,3242,3222,340,254,0,0,1,0,173,122,1,25,27,0,0,0,11,17,0,1,0,0,7572
2021-10,Arizona,4170,1069,18744,10232,1561,991,0,11,1,0,1159,393,10,148,15,0,0,0,10,7,0,1,1,0,38523
2021-10,Arkansas,2591,505,7360,7994,488,423,6,8,5,0,1079,1038,4,0,0,0,0,0,4,12,1,0,0,0,21518
2021-10,California,15704,10895,40185,28159,5364,0,0,1,0,0,494,190,8,1437,679,144,0,0,7034,3196,597,32,25,0,114144
2021-10,Colorado,7640,22,19992,15443,1553,1914,0,0,0,0,0,0,0,355,43,2,0,0,0,0,0,0,0,0,46964
2021-10,Connecticut,9173,784,6600,2211,1017,0,1,0,0,0,0,0,0,0,0,0,0,0,473,145,63,0,0,0,20467
2021-10,Delaware,499,0,2421,1786,169,131,0,0,0,0,17,14,0,71,0,0,0,0,76,34,1,2,0,0,5221
2021-10,District of Columbia,902,0,391,9,0,5,0,0,0,0,1,0,0,0,0,34,0,0,0,0,0,0,0,0,1342
2021-10,Florida,22246,0,63090,26371,4562,3196,0,10,8,0,3682,934,15,1046,136,6,0,0,292,224,55,38,26,1,125938
2021-10,Georgia,21421,0,17037,11458,736,719,3,14,18,1,1823,905,5,38,0,0,0,0,16,6,0,2,0,0,54202
2021-10,Guam,0,0,254,119,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403
2021-10,Hawaii,1564,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1570
2021-10,Idaho,5306,0,6313,7018,586,362,0,0,3,1,342,304,1,57,7,0,0,0,10,12,0,0,0,0,20322
2021-10,Illinois,213822,0,24172,12375,1311,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251681
2021-10,Indiana,1533,69426,21585,15646,1904,1018,3,7,4,1,643,335,8,38,4,0,0,0,31,29,5,4,4,0,112228
2021-10,Iowa,4996,6232,2701,3877,127,67,6,0,0,1,16,30,0,45,15,1,0,0,2,2,1,0,0,0,18119
2021-10,Kansas,2234,8,6894,6529,660,387,0,4,3,0,531,216,3,41,5,2,0,0,4,6,0,2,0,0,17529
2021-10,Kentucky,665,343125,11884,10975,625,638,3,14,14,1,1490,953,2,3,0,0,0,0,19,19,3,0,1,0,370434
2021-10,Louisiana,2212,550,13922,11617,965,852,1,4,2,1,980,631,3,0,0,0,0,0,27,24,1,0,1,0,31793
2021-10,Maine,531,4,4023,6684,310,293,6,0,2,0,54,70,0,16,11,3,0,0,5,7,0,0,0,0,12019
2021-10,Mariana Islands,0,0,11,16,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
2021-10,Maryland,3787,33,7387,7212,190,6,0,0,1,0,55,86,1,133,31,2,0,0,0,12,1,0,0,3,18940
2021-10,Massachusetts,8233,0,5845,3584,1137,302,2,0,1,1,9,9,2,1,0,0,0,0,16,24,11,1,0,0,19178
2021-10,Michigan,17268,5382,23230,22133,2023,876,0,3,1,0,35,218,10,66,9,0,0,0,25,12,4,0,0,0,71295
2021-10,Minnesota,16012,35471,12235,17984,1092,666,0,2,2,0,170,250,5,59,11,2,0,0,19,23,2,0,1,0,84006
2021-10,Mississippi,2280,0,9416,8429,513,427,0,7,5,0,1542,823,5,13,2,0,0,0,11,11,2,0,1,0,23487
2021-10,Missouri,1759,0,20788,19311,2012,1206,0,9,14,0,1396,772,23,284,26,4,0,0,46,63,13,0,3,1,47730
2021-10,Montana,857,0,4398,7033,286,377,7,0,5,0,359,588,3,30,8,2,0,0,3,10,0,1,0,0,13967
2021-10,Nebraska,3794,71,154,2443,26,7,0,0,0,0,2,29,0,28,1,0,0,0,0,0,0,0,0,0,6555
2021-10,Nevada,3352,0,5591,2812,368,353,0,2,1,2,167,44,0,1,0,0,0,0,325,111,13,1,0,0,13143
2021-10,New Hampshire,693,2,6058,4240,225,0,18,0,0,0,0,11,0,114,3,4,0,0,0,1,0,0,0,0,11369
2021-10,New Jersey,0,0,7463,5646,617,0,0,0,0,0,0,0,0,1,0,0,0,0,84,88,4,2,1,2,13908
2021-10,New Mexico,558,0,6893,4845,594,340,0,3,1,0,353,325,0,27,0,0,0,0,69,43,2,1,1,0,14055
2021-10,New York,3241,2273,9842,19469,1999,325,0,0,1,0,41,37,9,24,69,1,0,5,283,379,47,6,2,0,38053
2021-10,North Carolina,30183,92,1629,16638,1196,191,0,12,9,2,1770,1266,8,653,71,9,4,1,2,12,3,0,2,0,53753
2021-10,North Dakota,672,1,2040,4154,164,146,0,0,3,0,57,105,2,8,2,1,0,0,2,2,2,0,0,0,7361
2021-10,Ohio,14963,54,23158,18255,1983,1210,0,9,1,2,1075,429,7,174,52,4,0,0,15,10,0,1,2,0,61404
2021-10,Oklahoma,1944,4,12742,10459,1186,882,0,10,5,2,1821,1204,5,18,1,0,0,0,28,30,15,0,2,1,30359
2021-10,Oregon,6416,530,16364,11536,0,13,3,0,0,0,0,0,0,176,60,0,0,0,0,0,0,0,0,0,35098
2021-10,Pennsylvania,32577,0,50185,25812,22,0,662,0,0,0,0,0,0,671,116,2,0,0,0,0,0,0,0,0,110047
2021-10,Puerto Rico,0,0,5653,321,60,40,0,10,3,0,42,2,0,0,0,0,0,0,873,70,2,12,1,0,7089
2021-10,Rhode Island,0,0,1227,812,88,238,0,0,0,0,2,0,0,17,2,23,0,0,4,3,0,0,2,0,2418
2021-10,South Carolina,13265,223,11714,8052,726,408,0,4,5,0,869,385,5,148,9,38,0,0,5,20,2,0,0,0,35878
2021-10,South Dakota,917,18,2465,5863,233,198,0,0,1,0,135,159,2,1,0,0,0,0,18,36,2,0,1,0,10049
2021-10,Tennessee,16656,994,30555,19445,1856,0,0,0,0,0,0,0,0,126,6,0,0,0,0,0,0,0,0,0,69638
2021-10,Texas,23384,0,67440,38737,4157,3108,6,46,10,3,6657,2745,48,133,15,0,0,0,76,19,6,1,2,0,146593
2021-10,Utah,12664,63502,5301,5380,430,0,0,1,7,0,208,256,0,231,58,117,0,0,0,0,0,0,0,0,88155
2021-10,Vermont,0,0,1726,2287,102,152,2,3,3,0,6,7,3,0,0,0,0,0,3,6,0,0,0,0,4300
2021-10,Virgin Islands,103,0,50,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,169
2021-10,Virginia,360,148,26469,18466,3477,0,0,0,0,0,0,0,0,444,101,2,0,0,0,0,0,0,0,0,49467
2021-10,Washington,19560,216,20684,15051,3115,60,22,2,19,9,228,582,23,505,85,9,0,0,361,400,189,1,4,2,61127
2021-10,West Virginia,1698,105,5589,7192,347,383,5,2,7,0,688,717,1,9,3,0,0,0,5,7,1,0,0,0,16759
2021-10,Wisconsin,27177,747,20452,17955,1102,50,0,0,1,4,126,172,14,163,42,2,0,0,0,10,0,0,0,0,68017
2021-10,Wyoming,355,6,2127,2920,162,149,11,1,1,0,126,151,3,9,1,0,0,0,0,5,0,0,0,0,6027
2021-09,Alabama,26657,423,18034,15390,1365,912,0,16,7,0,2094,887,16,35,0,0,0,0,27,30,7,0,0,0,65900
2021-09,Alaska,174,13,2497,3094,310,173,0,1,0,0,118,84,0,24,24,0,0,0,5,3,0,0,0,0,6520
2021-09,Arizona,5962,780,18406,10477,1769,985,0,4,1,0,1075,351,3,172,24,0,0,0,10,9,3,0,2,0,40033
2021-09,Arkansas,3259,719,6946,6783,495,388,1,6,6,0,1057,861,3,0,0,0,0,0,8,3,0,0,1,0,20536
2021-09,California,17520,14442,37842,27880,6190,0,0,0,0,1,413,230,12,1109,626,101,0,0,6793,2963,541,23,18,0,116704
2021-09,Colorado,8741,19,19018,14169,1696,1914,0,0,0,0,0,0,0,299,51,1,0,0,0,0,0,0,0,0,45908
2021-09,Connecticut,7727,777,5798,1894,881,0,6,0,0,0,0,0,0,0,0,0,0,0,473,122,64,0,0,0,17742
2021-09,Delaware,382,0,2032,1624,148,117,0,0,0,0,13,7,0,51,0,0,0,0,57,29,8,1,0,0,4469
2021-09,District of Columbia,708,0,340,3,0,2,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,1076
2021-09,Florida,24490,0,59728,25555,5125,3277,0,17,2,0,3264,812,13,1084,98,4,0,0,327,243,74,39,34,0,124186
2021-09,Georgia,22036,0,16398,10300,885,713,2,12,11,0,1649,729,12,32,0,0,0,0,13,4,0,0,1,0,52797
2021-09,Guam,0,0,252,102,23,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392
2021-09,Hawaii,1673,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1674
2021-09,Idaho,4610,3,5786,6826,561,346,0,1,2,0,324,346,2,57,14,0,0,0,4,5,2,0,1,0,18890
2021-09,Illinois,312148,0,22461,11566,1287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347462
2021-09,Indiana,1756,63737,20859,14814,1857,1051,2,9,7,0,566,270,23,44,1,0,0,0,30,30,7,1,1,0,105065
2021-09,Iowa,4712,6443,2379,3058,128,57,19,1,0,0,13,17,0,61,13,25,0,0,2,0,1,0,0,0,16929
2021-09,Kansas,2767,11,6240,5887,665,426,0,5,1,2,470,243,19,34,5,0,0,0,6,6,1,1,0,0,16789
2021-09,Kentucky,703,346021,10921,9383,586,563,0,16,7,0,1589,848,6,7,4,0,0,0,25,26,1,0,0,0,370706
2021-09,Louisiana,1678,737,11884,9985,852,657,0,2,3,0,899,517,8,0,0,0,0,0,22,12,2,0,0,0,27258
2021-09,Maine,565,5,4036,6058,355,287,1,1,0,0,56,51,1,24,5,0,0,0,11,15,1,0,1,0,11473
2021-09,Mariana Islands,0,0,28,23,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
2021-09,Maryland,3700,32,7196,6536,140,11,0,0,0,0,60,72,0,109,24,1,0,0,0,10,2,0,0,0,17893
2021-09,Massachusetts,7931,0,5954,3487,1065,299,2,0,0,1,7,15,1,3,0,0,0,0,20,25,9,0,0,0,18819
2021-09,Michigan,17459,5852,22956,21452,2140,845,0,0,1,1,29,191,7,85,7,0,0,0,18,13,2,1,0,0,71059
2021-09,Minnesota,16079,28422,11308,16661,1107,633,0,0,2,0,160,200,6,77,26,1,0,0,17,15,0,1,0,1,74716
2021-09,Mississippi,2310,0,8757,7648,510,459,0,8,1,0,1391,741,5,24,1,0,0,0,4,9,0,1,2,1,21872
2021-09,Missouri,2097,0,19206,16266,2007,1157,0,8,6,2,1284,641,12,257,37,3,0,0,47,40,8,2,2,0,43082
2021-09,Montana,839,2,4194,5625,326,440,14,2,0,0,374,542,2,46,11,7,0,0,11,14,0,0,1,0,12450
2021-09,Nebraska,3899,66,129,2084,30,4,0,0,0,0,4,25,0,19,4,0,0,0,0,0,0,0,0,0,6264
2021-09,Nevada,2864,0,5782,2918,407,367,0,0,0,1,228,59,2,0,0,0,0,0,295,144,17,0,0,0,13084
2021-09,New Hampshire,752,1,5960,3950,189,1,21,0,1,0,0,9,0,110,16,3,0,0,0,0,0,0,0,0,11013
2021-09,New Jersey,0,0,8029,5452,599,0,0,0,0,0,0,0,0,0,0,0,0,0,92,60,2,2,1,0,14237
2021-09,New Mexico,673,0,7152,4891,632,354,0,4,4,0,343,283,2,37,0,0,0,0,72,44,2,2,2,0,14497
2021-09,New York,3507,2357,9509,19378,2238,268,0,3,3,1,28,53,4,42,81,1,0,2,293,341,32,15,20,1,38177
2021-09,North Carolina,31495,29,1589,15434,1274,214,0,11,6,2,1549,1092,9,644,101,7,4,2,1,14,4,0,1,0,53482
2021-09,North Dakota,744,0,1873,3354,165,113,0,0,0,0,88,73,1,10,1,2,0,0,3,5,0,0,0,0,6432
2021-09,Ohio,14950,106,21142,16111,1695,1133,0,5,2,0,1018,385,9,129,44,6,0,0,19,17,4,0,1,1,56777
2021-09,Oklahoma,2280,0,11870,9528,1309,860,0,9,4,2,1793,1011,9,27,0,0,0,0,26,38,10,0,3,0,28779
2021-09,Oregon,6953,678,15708,11018,0,17,10,0,0,0,0,0,0,153,26,0,0,0,0,0,0,0,0,0,34563
2021-09,Pennsylvania,33224,0,44601,22537,34,0,414,0,0,0,0,0,0,677,102,3,0,0,0,0,0,0,0,0,101592
2021-09,Puerto Rico,0,0,4770,332,53,41,0,12,1,0,26,4,0,0,0,0,0,0,719,66,3,4,0,0,6031
2021-09,Rhode Island,0,0,1176,846,95,248,0,0,0,0,1,0,0,12,4,33,0,0,12,6,0,0,0,0,2433
2021-09,South Carolina,12866,465,11082,7705,933,482,0,6,4,0,820,348,4,214,26,51,0,0,9,7,3,0,0,0,35025
2021-09,South Dakota,911,10,2334,4012,228,138,0,1,3,1,118,132,4,0,1,0,0,0,6,21,3,0,1,0,7924
2021-09,Tennessee,14921,2413,27447,17916,1668,0,0,0,0,0,1,2,0,158,4,1,0,0,0,0,0,0,0,0,64531
2021-09,Texas,24746,0,71702,41561,4300,3156,9,50,16,4,6368,2595,53,103,4,0,0,0,69,34,6,1,1,0,154778
2021-09,Utah,11111,63964,5008,5004,509,0,0,5,1,1,240,211,1,222,64,77,0,0,0,0,0,0,0,0,86418
2021-09,Vermont,0,0,1665,2027,120,126,1,1,1,0,10,26,3,0,0,0,0,0,7,5,1,0,0,0,3993
2021-09,Virgin Islands,103,0,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,153
2021-09,Virginia,240,160,23679,16736,3504,0,0,0,0,0,0,0,0,391,69,0,0,0,0,0,0,0,0,0,44779
2021-09,Washington,17149,237,20879,14609,3222,71,29,3,14,12,228,435,32,503,112,2,0,0,362,317,176,0,1,0,58393
2021-09,West Virginia,1777,169,5201,5922,322,351,0,1,2,0,664,607,2,4,0,0,0,0,10,1,0,1,0,0,15034
2021-09,Wisconsin,27317,723,19515,16054,1209,53,0,0,0,2,126,131,14,146,18,0,0,0,0,4,0,0,0,0,65312
2021-09,Wyoming,539,18,2161,2747,170,179,15,1,3,0,121,143,0,28,1,0,0,0,3,4,3,0,0,0,6136
2021-08,Alabama,26984,404,18820,14786,1380,886,0,14,11,1,2022,820,11,35,0,0,0,0,25,24,8,0,2,0,66233
2021-08,Alaska,188,23,2847,3183,275,206,0,0,2,0,123,104,2,31,25,0,0,0,7,4,0,0,0,0,7020
2021-08,Arizona,3236,1060,18697,10195,1685,967,0,4,2,2,966,369,1,150,13,1,0,0,11,5,1,0,0,0,37365
2021-08,Arkansas,3378,566,7146,6052,470,416,0,12,5,0,933,682,5,0,0,0,0,0,9,8,0,0,1,0,19683
2021-08,California,17798,13364,41275,28433,5995,0,0,0,3,0,353,300,28,1907,970,82,0,0,6862,2978,575,28,6,2,120959
2021-08,Colorado,9196,11,19708,13900,1582,1613,0,0,0,0,0,0,0,325,48,2,0,0,0,0,0,0,0,0,46385
2021-08,Connecticut,7695,622,6087,1841,886,0,0,0,0,0,0,0,0,0,0,0,0,0,543,125,91,0,0,0,17890
2021-08,Delaware,475,0,2319,1679,167,137,0,0,0,1,10,8,0,95,0,0,0,0,52,31,4,0,0,0,4978
2021-08,District of Columbia,685,0,336,4,0,1,1,0,0,0,0,0,0,1,0,42,0,0,0,0,0,0,0,0,1070
2021-08,Florida,22109,0,61168,24363,5238,3141,5,9,6,0,3003,749,8,1198,94,4,0,0,333,244,57,40,34,0,121803
2021-08,Georgia,24258,0,17598,9517,858,715,0,11,10,2,1530,641,6,22,0,0,0,0,15,3,2,1,0,0,55189
2021-08,Guam,0,0,260,113,25,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410
2021-08,Hawaii,1661,9,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1672
2021-08,Idaho,5906,2,5986,6115,516,384,0,4,4,1,298,263,1,44,1,1,0,0,9,12,1,0,0,0,19548
2021-08,Illinois,385196,0,26981,12930,1456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426563
2021-08,Indiana,1800,77774,21769,13831,1786,955,115,7,8,0,559,309,13,31,7,0,0,0,39,49,6,2,1,0,119061
2021-08,Iowa,4586,7439,2760,2670,96,69,7,0,0,0,12,28,0,34,17,2,0,0,6,7,1,0,0,0,17734
2021-08,Kansas,2686,6,6215,5631,612,398,0,6,2,2,424,197,9,67,10,0,0,0,5,4,1,1,0,0,16276
2021-08,Kentucky,875,351524,10896,8616,587,575,0,24,8,0,1396,693,4,15,7,0,0,0,16,33,1,0,0,0,375270
2021-08,Louisiana,1799,462,12190,8107,930,793,0,8,1,0,745,418,11,0,0,0,0,0,17,14,3,0,0,0,25498
2021-08,Maine,540,5,3684,4160,310,223,2,0,1,0,70,57,1,20,9,0,0,0,7,4,1,0,0,0,9094
2021-08,Mariana Islands,0,0,14,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
2021-08,Maryland,4067,25,8095,6372,157,7,1,0,1,0,68,74,1,110,16,4,0,0,0,15,2,0,2,2,19019
2021-08,Massachusetts,9107,1,6392,3853,1045,330,0,0,0,2,7,13,4,1,0,0,0,0,34,32,14,1,0,0,20836
2021-08,Michigan,18335,5465,23032,17613,1962,717,2,5,1,0,25,188,4,91,17,0,0,0,27,9,2,1,0,0,67496
2021-08,Minnesota,16237,30220,12504,14381,1108,639,0,1,0,0,192,181,7,76,15,2,0,0,17,12,3,0,0,0,75595
2021-08,Mississippi,2260,0,10370,8178,493,502,0,9,9,1,1341,616,3,16,1,0,0,0,7,2,2,2,0,0,23812
2021-08,Missouri,2773,0,19196,15047,1815,1044,0,12,9,1,1176,566,13,293,47,2,0,0,50,43,4,2,6,0,42099
2021-08,Montana,1049,2,4047,4825,311,276,7,4,3,0,353,396,1,62,11,0,0,0,5,12,0,0,0,0,11364
2021-08,Nebraska,4475,62,152,1815,32,5,0,0,0,0,2,25,0,25,4,0,0,0,0,1,0,0,0,0,6598
2021-08,Nevada,4538,0,5971,2983,413,384,0,1,0,0,193,60,0,1,0,0,0,0,334,115,8,0,0,0,15001
2021-08,New Hampshire,1157,2,5885,3454,139,0,28,0,2,0,0,8,0,97,10,4,0,0,0,0,0,0,0,0,10786
2021-08,New Jersey,0,0,9533,5765,660,0,0,0,0,0,0,0,0,0,0,0,0,0,65,64,7,2,3,1,16100
2021-08,New Mexico,876,0,7030,4726,586,344,0,6,5,3,316,221,4,47,0,0,0,0,75,40,3,3,2,0,14287
2021-08,New York,3273,1998,9863,16400,2109,258,0,0,0,1,28,35,8,68,78,1,3,1,290,350,36,4,14,1,34819
2021-08,North Carolina,32676,84,1541,14143,1158,183,0,9,7,1,1507,989,10,677,111,7,5,2,3,18,2,0,0,0,53133
2021-08,North Dakota,900,15,1788,2977,144,117,0,0,0,0,55,62,3,5,4,0,0,0,1,2,1,0,0,0,6074
2021-08,Ohio,16780,136,21249,15507,1483,1082,0,5,3,0,962,331,12,105,45,5,0,0,18,19,2,0,1,0,57745
2021-08,Oklahoma,2355,2,11608,9208,1196,777,0,12,14,0,1528,821,6,17,1,0,0,0,25,29,11,0,1,0,27611
2021-08,Oregon,6687,692,15867,10328,0,8,1,0,0,0,0,0,0,247,23,1,0,0,0,0,0,0,0,0,33854
2021-08,Pennsylvania,32408,0,47491,21938,16,0,418,0,0,0,0,0,0,670,94,1,0,0,0,0,0,0,0,0,103036
2021-08,Puerto Rico,0,0,4607,367,59,62,0,3,0,0,35,8,2,0,0,0,0,0,739,62,6,2,1,0,5953
2021-08,Rhode Island,0,0,1189,740,62,274,0,0,0,0,1,0,0,16,7,21,0,0,11,3,0,0,2,0,2326
2021-08,South Carolina,14052,655,11509,7043,779,456,1,5,6,0,734,327,4,187,8,16,0,0,5,4,3,1,0,0,35795
2021-08,South Dakota,986,10,2347,3456,206,136,0,0,2,0,143,124,2,1,0,1,0,0,12,12,2,0,0,0,7440
2021-08,Tennessee,16597,2691,29364,18154,1745,0,1,0,0,0,1,0,0,114,5,0,0,0,0,0,0,0,0,0,68672
2021-08,Texas,27475,0,64118,37508,3965,2932,16,35,17,1,5659,2263,54,102,9,0,0,0,52,41,4,2,1,0,144254
2021-08,Utah,11692,73702,4844,4489,435,0,0,2,8,1,229,181,2,180,39,30,0,0,0,0,0,0,0,0,95834
2021-08,Vermont,0,0,1751,1645,117,96,0,0,2,0,6,14,6,0,0,0,0,0,4,8,1,0,0,0,3650
2021-08,Virgin Islands,88,0,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,129
2021-08,Virginia,221,214,25669,15787,3516,0,0,0,0,0,0,0,0,437,67,0,0,0,0,0,0,0,0,0,45911
2021-08,Washington,15363,281,19933,12733,2886,57,26,1,11,8,230,451,28,528,102,1,0,0,391,324,168,0,2,0,53524
2021-08,West Virginia,2023,128,5145,5520,348,323,0,2,3,0,660,496,1,7,0,0,0,0,7,8,0,1,0,0,14672
2021-08,Wisconsin,28106,877,19353,14271,1070,59,0,0,0,2,117,120,20,174,32,0,0,0,0,7,0,0,0,0,64208
2021-08,Wyoming,575,1,2208,2442,160,130,33,2,2,0,116,167,3,23,1,0,0,0,4,3,1,0,0,0,5871
2021-07,Alabama,27622,366,19797,12683,1507,930,0,22,16,7,2220,775,9,37,0,0,0,0,24,27,7,0,2,0,66051
2021-07,Alaska,263,14,2995,2571,309,189,0,5,1,0,123,79,1,27,28,0,0,0,6,7,2,0,0,0,6620
2021-07,Arizona,4049,765,19751,9213,1836,1055,0,9,8,2,969,279,4,139,23,1,0,0,10,8,2,1,1,0,38125
2021-07,Arkansas,3563,524,7143,4681,472,343,5,12,11,2,954,667,0,0,0,0,0,0,20,55,2,0,0,0,18454
2021-07,California,16911,11338,41996,26036,5945,0,0,0,2,0,421,280,9,1766,883,106,0,0,7335,3057,549,33,34,0,116701
2021-07,Colorado,9905,5,19230,12186,1582,1508,0,0,0,0,0,0,0,309,51,2,0,0,0,0,0,0,0,0,44778
2021-07,Connecticut,8542,499,5337,1421,784,0,1,0,0,0,0,0,0,0,0,0,0,0,143,25,21,0,0,0,16773
2021-07,Delaware,896,0,2322,1458,182,115,0,0,0,0,7,9,0,49,0,1,0,0,62,34,6,0,0,0,5141
2021-07,District of Columbia,722,0,308,4,0,2,1,0,0,0,1,0,0,0,0,21,0,0,0,0,0,0,0,0,1059
2021-07,Florida,25724,0,62995,22918,5349,2916,7,11,3,1,3032,770,12,1057,118,7,0,0,414,191,95,35,31,2,125688
2021-07,Georgia,26260,0,18840,8330,918,611,0,10,13,0,1528,594,11,38,0,0,0,0,18,11,0,1,2,0,57185
2021-07,Guam,0,0,266,103,26,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405
2021-07,Hawaii,1133,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1135
2021-07,Idaho,7453,3,5639,4885,536,300,0,3,1,0,327,234,1,46,7,0,0,0,12,11,2,0,1,0,19461
2021-07,Illinois,357709,243182,38557,15385,1605,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,656778
2021-07,Indiana,1371,68902,21274,11190,1668,841,118,6,4,4,601,240,14,30,3,1,0,0,39,36,11,4,2,0,106359
2021-07,Iowa,4905,8942,4092,2092,87,65,3,2,1,0,10,12,0,41,17,1,0,0,3,2,0,0,0,0,20275
2021-07,Kansas,3230,15,6111,4473,591,351,0,7,2,1,540,213,7,60,17,1,0,0,5,6,0,0,0,0,15630
2021-07,Kentucky,793,310332,11047,7299,558,514,0,15,10,3,1601,710,2,5,5,0,0,0,26,21,4,1,0,0,332946
